,created_at,hashtags,lang,location,locationBis,positivity,text
0,2018-06-17 14:30:49,"['copadomundo', 'brasil', 'suiza', 'brasui', 'braswi', 'matchday', 'GigantesPorNatureza', 'worldcup']",en,Dhaka/Bangladesh,BGD,0,"RT @HuurmanSuzanne: Matchday ⚽️🇧🇷💪🏼!! 
Brasil x Suiza

#copadomundo #brasil #suiza #brasui #braswi #matchday #GigantesPorNatureza #worldcup…"
1,2018-06-17 14:30:54,"['BRASWI', 'Nati']",fr,"Lucciana, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
2,2018-06-17 14:31:31,"['BRASWI', 'Nati']",fr,"Villeurbanne, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
3,2018-06-17 14:32:01,"['BRASWI', 'Nati']",fr,France,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
4,2018-06-17 14:32:26,"['BRASWI', 'Nati']",fr,Charleville-Mézières,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
5,2018-06-17 14:32:55,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
6,2018-06-17 14:32:58,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
7,2018-06-17 14:33:08,"['BRASUI', 'BRASWI']",es,,,0,Sono do hexa #BRASUI #BRASWI https://t.co/bId3V1xGvK
8,2018-06-17 14:33:25,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
9,2018-06-17 14:33:52,"['BRASWI', 'Nati']",fr,"Auvergne, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
10,2018-06-17 14:33:54,"['BRASWI', 'Nati']",fr,"Neuchâtel, Suisse",CHE,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
11,2018-06-17 14:33:54,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
12,2018-06-17 14:34:04,"['BRASWI', 'Nati']",fr,"Ile-de-France, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
13,2018-06-17 14:34:09,[],en,In The Hood,,0,"RT @AllLeedsTV: 🏆 Sunday 17th June

🇧🇷 Brazil vs🇨🇭Switzerland 
📺 Shown on ITV - 7PM 
⚽️ Group E
🗳 Vote what you think the final result will…"
14,2018-06-17 14:34:20,"['BRASWI', 'Nati']",fr,"Locmiquélic, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
15,2018-06-17 14:34:52,"['BRASWI', 'Nati']",fr,"Royan, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
16,2018-06-17 14:35:03,[],en,London,GBR,1,"We wish you a great first game, Switzerland! We hope you play better than your jerseys look, as they have been vote… https://t.co/C8Oj6PHAna"
17,2018-06-17 14:35:11,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
18,2018-06-17 14:35:27,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
19,2018-06-17 14:35:51,"['BRASWI', 'BRASUI']",en,,,-1,"Brazil's last defeat in the opening game of a World Cup

27 May 1934 x Spain (1-3)

#BRASWI #BRASUI"
20,2018-06-17 14:36:04,['JeuCiné'],fr,,,1,"RT @PronosoftSite: [#JeuCiné] 🇧🇷 Brésil - Suisse 🇨🇭

2 places de cinéma à gagner en trouvant le score exact ! 2 gagnants tirés au sort RT&amp;F…"
21,2018-06-17 14:36:41,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
22,2018-06-17 14:36:46,[],de,Biel/Bienne,,0,RT @grunliberale: Der Captain des FC Nationalrat @enussbi rät Vladimir Petkovic auf unseren Präsi @Juerg_Grossen zurückzugreifen. Auch wenn…
23,2018-06-17 14:36:47,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
24,2018-06-17 14:36:54,"['BRASWI', 'Nati']",fr,"Alpes-Maritimes, Provence-Alpes-Côte d'Azur",,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
25,2018-06-17 14:37:10,"['HoppSchwiiz', 'WM2018', 'sui', 'BRASWI']",en,Schweiz,,0,It's Swiss o'clock! @SFV_ASF #HoppSchwiiz #WM2018 #sui #BRASWI
26,2018-06-17 14:37:22,"['BRA', 'SUI']",en,World,,1,"RT @parschain: Let’s bring nations together!,Join us! 

#BRA  vs.#SUI : what will the final score be?
-2000 Pars for the first correct pred…"
27,2018-06-17 14:37:33,[],en,Cincinnati  Vegas  Louisville,USA,1,I got my picks and my bets are placed are yours? First four players to retweet this post and make a  deposit on Rub… https://t.co/8Vuntn9usM
28,2018-06-17 14:37:36,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
29,2018-06-17 14:37:44,"['Brazil', 'Switzerland', 'Brasilian', 'Neymar', 'Willian']",en,Dhaka/Bangladesh,BGD,0,"#Brazil Vs #Switzerland ! 
#Brasilian Match Day 
 Prediction , 
Brasil 4 - 0 Switzerland 
#Neymar , #Willian ,… https://t.co/aOOxDhCDml"
30,2018-06-17 14:37:50,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
31,2018-06-17 14:37:52,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
32,2018-06-17 14:38:33,"['GERMEX', 'BRASWI']",en,where the music & food is🇨🇦,,1,today is gonna be a good day :))) #GERMEX #BRASWI
33,2018-06-17 14:38:33,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
34,2018-06-17 14:38:38,['BRASWI'],en,Back in the UK,,-1,"Jonny ready for the game, hopp Schwiz! #BRASWI https://t.co/KOYREzbm2Y"
35,2018-06-17 14:38:50,"['BRASWI', 'Nati']",fr,"Pyrénées-Atlantiques, Aquitaine",,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
36,2018-06-17 14:39:00,"['BRASWI', 'Nati']",fr,Bordeaux ,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
37,2018-06-17 14:39:04,"['BRASWI', 'Nati']",fr,France,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
38,2018-06-17 14:39:14,['JeuCiné'],fr,,,1,"RT @PronosoftSite: [#JeuCiné] 🇧🇷 Brésil - Suisse 🇨🇭

2 places de cinéma à gagner en trouvant le score exact ! 2 gagnants tirés au sort RT&amp;F…"
39,2018-06-17 14:39:18,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
40,2018-06-17 14:39:31,['JeuCiné'],fr,,,1,"RT @PronosoftSite: [#JeuCiné] 🇧🇷 Brésil - Suisse 🇨🇭

2 places de cinéma à gagner en trouvant le score exact ! 2 gagnants tirés au sort RT&amp;F…"
41,2018-06-17 14:40:02,"['BRASWI', 'Nati']",fr,Bamako,MLI,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
42,2018-06-17 14:40:08,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
43,2018-06-17 14:40:37,"['WorldCup', 'BRASWI']",en,,,1,#WorldCup can't wait to see #BRASWI match. Hope it will be a good one.
44,2018-06-17 14:40:44,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
45,2018-06-17 14:41:07,[],en,India,IND,1,"Is anyone else hoping for more goals. In the coming two matches today?
Tight formations and all are good but would… https://t.co/wpNiE0ZHze"
46,2018-06-17 14:41:23,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
47,2018-06-17 14:41:38,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
48,2018-06-17 14:41:42,"['BRASWI', 'Nati']",fr,"Caen, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
49,2018-06-17 14:41:55,['JeuCiné'],fr,France,FRA,1,"RT @PronosoftSite: [#JeuCiné] 🇧🇷 Brésil - Suisse 🇨🇭

2 places de cinéma à gagner en trouvant le score exact ! 2 gagnants tirés au sort RT&amp;F…"
50,2018-06-17 14:42:53,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
51,2018-06-17 14:44:07,"['BRASWI', 'Nati']",fr,toulouse ,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
52,2018-06-17 14:44:24,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
53,2018-06-17 14:44:54,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
54,2018-06-17 14:46:01,"['BRASWI', 'Nati']",fr,"Villenave-d'Ornon, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
55,2018-06-17 14:46:16,['WorldCup'],en,"ÜT: 6.598744,3.37656",,-1,"#WorldCup results so far:

The first game for today, Kolarov made all the difference as Serbia claimed all 3 points… https://t.co/2gBGZpp193"
56,2018-06-17 14:46:28,"['BRA', 'SUI']",en,,,1,"RT @parschain: Let’s bring nations together!,Join us! 

#BRA  vs.#SUI : what will the final score be?
-2000 Pars for the first correct pred…"
57,2018-06-17 14:46:38,['WorldCup'],en,,,-1,"RT @YNaija: #WorldCup results so far:

The first game for today, Kolarov made all the difference as Serbia claimed all 3 points.

Costa Ric…"
58,2018-06-17 14:47:07,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
59,2018-06-17 14:47:12,"['BRASWI', 'Nati']",fr,France,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
60,2018-06-17 14:47:37,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
61,2018-06-17 14:48:00,[],en,"Leeds, England",GBR,1,"🇧🇷🆚🇲🇽

The five time winners of the competition will go into the match as overwhelming favourites but the Swiss are… https://t.co/nFMCcrZWQi"
62,2018-06-17 14:48:17,"['BRASWI', 'WorldCup']",en,,,0,"@parschain Brazil 2- Swis 0
#BRASWI 
#WorldCup"
63,2018-06-17 14:49:12,"['BRASWI', 'Nati']",fr,France,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
64,2018-06-17 14:49:33,"['BRASWI', 'Nati']",fr,"Somme, Picardie",,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
65,2018-06-17 14:50:22,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
66,2018-06-17 14:50:56,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
67,2018-06-17 14:51:04,"['BRASWI', 'Nati']",fr,"Caissargues, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
68,2018-06-17 14:51:14,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
69,2018-06-17 14:51:33,"['BRASWI', 'Nati']",fr,"Bordeaux, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
70,2018-06-17 14:52:08,"['BRASWI', 'Nati']",fr,"Villeneuve-d'Ascq, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
71,2018-06-17 14:52:28,"['BRASWI', 'Nati']",fr,"Caen, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
72,2018-06-17 14:53:28,[],en,London,GBR,0,RT @TimesSport: Tite began to rethink the role of Coutinho in his Brazil team after his switch from Liverpool to Barcelona in January - he'…
73,2018-06-17 14:53:36,[],en,"Nottingham, England",GBR,1,"RT @Jonnyhibberd: Russia has built an impressive new stadium in Rostov where Brazil will play Switzerland today. 

Just 200km west of here…"
74,2018-06-17 14:53:38,[],en,"Las Vegas, NV",USA,1,RT @Tommy_Train1: I got my picks and my bets are placed are yours? First four players to retweet this post and make a  deposit on Rubicon S…
75,2018-06-17 14:54:08,[],en,Everywhere ,,0,RT @TimesSport: Tite began to rethink the role of Coutinho in his Brazil team after his switch from Liverpool to Barcelona in January - he'…
76,2018-06-17 14:54:12,"['CM2018', 'ALLMEX']",fr,Paris,USA,1,Neymar envoie un message fort à la Mannschaft en arborant ce scalp Allemand à l'occasion de la #CM2018 #ALLMEX… https://t.co/KHLVxTcRQr
77,2018-06-17 14:54:28,[],en,Accra,GHA,0,RT @TimesSport: Tite began to rethink the role of Coutinho in his Brazil team after his switch from Liverpool to Barcelona in January - he'…
78,2018-06-17 14:54:36,"['BrasilGanha', 'BRASUI', 'BRASWI']",pt,"Brussels, Belgium",BEL,0,Bora Brasil!!!! #BrasilGanha #BRASUI #BRASWI https://t.co/GiOs0hcKgP
79,2018-06-17 14:54:51,"['BRASWI', 'Nati']",fr,Bordeaux,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
80,2018-06-17 14:55:38,"['BRASWI', 'Nati']",fr,France,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
81,2018-06-17 14:55:47,"['BRASWI', 'Nati']",fr,marseille,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
82,2018-06-17 14:57:00,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
83,2018-06-17 14:57:21,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
84,2018-06-17 14:57:52,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
85,2018-06-17 14:58:09,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
86,2018-06-17 14:58:16,"['BRASWI', 'Nati']",fr,"Lille, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
87,2018-06-17 14:58:17,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
88,2018-06-17 14:58:26,"['BRASWI', 'Nati']",fr,España,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
89,2018-06-17 14:58:27,"['BRASWI', 'Nati']",fr,France,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
90,2018-06-17 14:59:09,"['GERMEX', 'BRASWI']",en,1550 ,,1,"took a nap to make puyat for #GERMEX &amp; #BRASWI lol i hope i can last, our couch is too comfy :))"
91,2018-06-17 15:00:32,"['neymar', 'braswi', 'worldcup']",en,Buy beats | Instant Delivery,RUS,0,"Just made an afro swing beat ""Neymar"": https://t.co/TAXVMiW5R0 #neymar #braswi #worldcup https://t.co/8QWjoGc4Co"
92,2018-06-17 15:00:43,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
93,2018-06-17 15:00:47,[],en,Ireland,IRL,1,"RT @Jonnyhibberd: Russia has built an impressive new stadium in Rostov where Brazil will play Switzerland today. 

Just 200km west of here…"
94,2018-06-17 15:00:51,"['BRASWI', 'Nati']",fr,France,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
95,2018-06-17 15:02:32,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
96,2018-06-17 15:03:41,"['BRASWI', 'Nati']",fr,"Epernay, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
97,2018-06-17 15:03:51,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
98,2018-06-17 15:03:52,"['BRASWI', 'Nati']",fr,Mâcon,FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
99,2018-06-17 15:04:41,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
100,2018-06-17 15:04:44,"['Nati', 'HopSuisse', 'WorldCupRussia2018', 'BRASWI']",fr,Lisbon (Portugal),PRT,0,RT @travelholicnet: Même depuis Lisbonne on sera derrière la #Nati ce soir !!🇨🇭#HopSuisse #WorldCupRussia2018 #BRASWI https://t.co/0PlQYTQM…
101,2018-06-17 15:05:19,"['Brazil', 'Switzerland', 'BRA', 'SUI', 'WorldCup', 'Dream11']",en,India,IND,1,"#Brazil vs #Switzerland
#BRA vs #SUI
#WorldCup

#Dream11
Brazil can keep clean sheet today. You can't take both Sha… https://t.co/KmkrgiBczb"
102,2018-06-17 15:05:54,"['BRASWI', 'Nati']",fr,au pays des panda #TAL,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
103,2018-06-17 15:06:15,"['BRASWI', 'Nati']",fr,"Montpellier, France",FRA,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
104,2018-06-17 15:07:27,[],en,"46.9480° N, 7.4474° E",,0,RT @TimesSport: Tite began to rethink the role of Coutinho in his Brazil team after his switch from Liverpool to Barcelona in January - he'…
105,2018-06-17 15:08:23,"['BRASWI', 'Nati']",fr,,,0,"RT @lequipedestelle: 🚨🎁CADEAUX DU JOUR !🎁🚨

🇨🇭A l'occasion du match #BRASWI , gagnez le maillot officiel de l'Equipe de Suisse! #Nati 🇨🇭

P…"
106,2018-06-17 15:08:59,"['Brazil', 'Switzerland', 'BRA', 'SUI', 'WorldCup', 'Dream11']",en,"Mumbai, India",IND,1,"RT @fantasygamerpro: #Brazil vs #Switzerland
#BRA vs #SUI
#WorldCup

#Dream11
Brazil can keep clean sheet today. You can't take both Shaqir…"
107,2018-06-17 15:09:23,"['EMPLOYEE', 'FREELANCER', 'income']",en,"Bengaluru, India",IND,0,"#EMPLOYEE vs #FREELANCER !!

Work as a Freelancer and start your #income today !! 

@Vulpith - Freelance Platform -… https://t.co/nmbHgsT9eM"
